Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE75800	"Double-stranded microRNA mimics can induce length- and passenger strand-dependent effects in a cell type-specific manner (RNA 2015), Exp 1"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75800/suppl"	26670622		"Anna Git"	"Dec 09, 2015"
GSE75801	"Double-stranded microRNA mimics can induce length- and passenger strand-dependent effects in a cell type-specific manner (RNA 2015), Exp 2"	"Expression profiling by array"	"Homo sapiens"	10		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75801/suppl"	26670622		"Anna Git"	"Dec 09, 2015"
GSE75802	"Double-stranded microRNA mimics can induce length- and passenger strand-dependent effects in a cell type-specific manner (RNA 2015)"	"Expression profiling by array"	"Homo sapiens"	22		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75802/suppl"	26670622		"Anna Git"	"Dec 09, 2015"
GSE64704	"Impact of Glucocorticoids and PI3K Inhibition on Gene Expression in Myeloma"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64704/suppl"	26715915		"Nancy Krett"	"Dec 07, 2015"
GSE73108	"Gene expression analysis of subcutaneous and omental adipose tissue from obese, insulin-resistant women"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73108/suppl"	26499445		"Ruijie Liu"	"Dec 07, 2015"
GSE75626	"Transcriptomic profiling of human placental trophoblasts in response to Enterococcus faecalis invasion"	"Expression profiling by array"	"Homo sapiens"	4		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75626/suppl"			"qianglai tan"	"Dec 03, 2015"
GSE65714	"Host transcriptomic analysis of THP-1 infected with Mtb and MtbΔwhiB3"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65714/suppl"			"madavan vasudevan"	"Dec 02, 2015"
GSE75548	"Integrated analysis of genome-wide DNA methylation and gene expression profiles identifies potential novel biomarkers of rectal cancer [expression]"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75548/suppl"			"Jiufeng Wei"	"Dec 02, 2015"
GSE75550	"Integrated analysis of genome-wide DNA methylation and gene expression profiles identifies potential novel biomarkers of rectal cancer"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	24		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75550/suppl"	27566576		"Jiufeng Wei"	"Dec 02, 2015"
GSE63746	"Genome-wide analysis of fatty acid synthase (FASN) gene silenced retinoblastoma cancer cells (WERI RB1) using cDNA microarray analysis"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63746/suppl"			"madavan vasudevan"	"Dec 01, 2015"
GSE69082	"Gene expression signature after γklotho knockdown in HCC1395 triple negative breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69082/suppl"	26556877		"Nusa Trost"	"Dec 01, 2015"
GSE75466	"Establishment of Afatinib-Resistant Non-Small Cell Lung Cancer Cells Derived from Tumor Xenograft Model [No treatment]"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75466/suppl"			"Cheng Ta Chung"	"Dec 01, 2015"
GSE75467	"Establishment of Afatinib-Resistant Non-Small Cell Lung Cancer Cells Derived from Tumor Xenograft Model [Afatinib treatment]"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75467/suppl"			"Cheng Ta Chung"	"Dec 01, 2015"
GSE75468	"Establishment of Afatinib-Resistant Non-Small Cell Lung Cancer Cells Derived from Tumor Xenograft Model"	"Expression profiling by array"	"Homo sapiens"	13						"Cheng Ta Chung"	"Dec 01, 2015"
GSE75519	"Gene microarray of sorted Vg9Vd2 subsets"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75519/suppl"	27911793		"Paul Leo Ryan"	"Dec 01, 2015"
GSE69630	"Tumor-initiating cell-specific miR-1246 and miR-1290 converge to promote non-small cell lung cancer progression [Illumina]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69630/suppl"			"Henry Yang"	"Nov 30, 2015"
GSE69631	"Tumor-initiating cell-specific miR-1246 and miR-1290 converge to promote non-small cell lung cancer progression"	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69631/suppl"			"Henry Yang"	"Nov 30, 2015"
GSE73652	"Gene expression analysis of uveal melanoma Class 1 tumors with and without metastasis"	"Expression profiling by array"	"Homo sapiens"	13		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73652/suppl"	26933176		"Matthew G. Field"	"Nov 30, 2015"
GSE60705	"Gene expression in glioblastoma (GBM) tissues, glioblastoma stem-like cell (GSC) cultures and neural foetal cell line (NFC)"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60705/suppl"	26292663		"Biljana Stangeland"	"Nov 26, 2015"
GSE75420	"CC-122, a pleiotropic pathway modifier, mimics an interferon response and has antitumor activity in DLBCL"	"Expression profiling by array"	"Homo sapiens"	10		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75420/suppl"	26002965		"Anita Gandhi"	"Nov 26, 2015"
GSE75366	"Gene expression analysis of CMV infected human fibroblasts in two cultures with differing sensitivity to the virus"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75366/suppl"			"Alina Artcibasova"	"Nov 25, 2015"
GSE75383	"CMV infected human fibroblasts in two cultures with differing sensitivity to the virus"	"Non-coding RNA profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	12						"Alina Artcibasova"	"Nov 25, 2015"
GSE75303	"Transcriptome Analysis Of Human Rett Syndrome Brain"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75303/suppl"			"Irina VOINEAGU"	"Nov 24, 2015"
GSE48000	"Whole blood gene expression profiles distinguish clinical phenotypes of venous thromboembolism [Set1]"	"Expression profiling by array"	"Homo sapiens"	132		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48000/suppl"	25684211		"Deborah A Lewis"	"Nov 23, 2015"
GSE58863	"Knockout PTTG1 HCT116 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58863/suppl"	26264222		"Yunguang Tong"	"Nov 23, 2015"
GSE60579	"Discovery of immediate YAP target genes with inducible form of YAP"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60579/suppl"	25843714		"Tackhoon Kim"	"Nov 23, 2015"
GSE60706	"Knockdown of NAT12/NAA30 decreases glioblastoma stem cell growth and tumorigenicity by regulating hypoxia response, p-MTOR (Ser2448) and p53 pathway"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60706/suppl"	26292663		"Biljana Stangeland"	"Nov 23, 2015"
GSE60818	"Expression and function of NAT12/NAA30 in glioblastoma"	"Expression profiling by array"	"Homo sapiens"	20				26292663		"Biljana Stangeland"	"Nov 23, 2015"
GSE65418	"Genomic analysis of xCT-mediated regulatory network: identification of novel targets against AIDS-associated lymphoma"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65418/suppl"	25860939		"Zhiqiang Qin"	"Nov 23, 2015"
GSE75205	"Gene expression profiling of human colon cancer cell lines stimulated with dsDNA90"	"Expression profiling by array"	"Homo sapiens"	24		"RDATA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75205/suppl"	26748708		"Tianli Xia"	"Nov 21, 2015"
GSE71575	"Identification of global regulators of T-helper cell lineage specification (BeadChip)"	"Expression profiling by array"	"Homo sapiens"	12				26589177		"Kartiek Kanduri"	"Nov 20, 2015"
GSE71646	"Identification of global regulators of T-helper cell lineage specification"	"Expression profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71646/suppl"	26589177		"Kartiek Kanduri"	"Nov 20, 2015"
GSE68599	"Trascriptional profile of BRAF inhibitor-resistant SKMEL28 and WM3248 melanoma cells and changes upon YAP/TAZ siRNA knockdown"	"Expression profiling by array"	"Homo sapiens"	16		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68599/suppl"	26668268		"Min Hwan Kim"	"Nov 18, 2015"
GSE67152	"Cardiac differentiation time-courses of human ES cells investigating the requirement for intermediate WNT inhibition"	"Expression profiling by array"	"Homo sapiens"	27		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67152/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67153	"Analysis of downstream effects of endogenous WNT signaling during cardiac differentiation of human ES cells"	"Expression profiling by array"	"Homo sapiens"	8		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67153/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67154	"Cardiac differentiation time-courses of human ES cells using distinct initial induction conditions"	"Expression profiling by array"	"Homo sapiens"	29		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67154/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67155	"Analysis of early differentiation fates in human ES cells using diverse dosages of BMP and WNT signaling for the initial induction of differentiation"	"Expression profiling by array"	"Homo sapiens"	20		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67155/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67156	"Analysis of differentiation fates in human ES cells using diverse dosages of BMP and WNT signaling for the initial induction of differentiation"	"Expression profiling by array"	"Homo sapiens"	20		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67156/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67993	"Analysis of SOX2 downregulation under self-renewal conditions."	"Expression profiling by array"	"Homo sapiens"	2		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67993/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE67995	"Analysis of SOX2 overexpression in hESCs undergoing cardiac differentiation."	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67995/suppl"	26748419		"Boris Greber"	"Nov 13, 2015"
GSE60561	"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription [SUM159]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60561/suppl"			"Suraj Menon"	"Nov 12, 2015"
GSE60562	"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription [HB2]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60562/suppl"			"Suraj Menon"	"Nov 12, 2015"
GSE60563	"RNA interference uncouples the function of a long noncoding RNA product from that of its transcription: HB2 and SUM159 cells"	"Expression profiling by array"	"Homo sapiens"	48						"Suraj Menon"	"Nov 12, 2015"
GSE67180	"Investigation of signaling requirements underlying cardiac induction of human pluripotent stem cells"	"Expression profiling by array"	"Homo sapiens"	118		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67180/suppl"	26748419		"Boris Greber"	"Nov 12, 2015"
GSE66714	"siRNA smart pool silencing of master regulators of Follicular Lymphoma transformation to DLBCL"	"Expression profiling by array"	"Homo sapiens"	45		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66714/suppl"	26589882		"Mukesh Bansal"	"Nov 11, 2015"
GSE74782	"Near-whole-genome transcriptome analysis of gene expression in human skeletal muscle tissue at baseline in obese individuals with Type 2 Diabetes"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74782/suppl"	26163877		"Lauren M. Sparks"	"Nov 10, 2015"
GSE71956	"Epigenetic profiling in CD4 and CD8 T cells from Graves’ disease patients reveals changes in genes associated with T cell receptor signaling [gene expression]"	"Expression profiling by array"	"Homo sapiens"	49		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71956/suppl"	26459776		"Pärt Peterson"	"Nov 06, 2015"
GSE71957	"Epigenetic profiling in CD4 and CD8 T cells from Graves disease patients reveals changes in genes associated with T cell receptor signaling"	"Expression profiling by array;Methylation profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	305		"IDAT;NARROWPEAK"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71957/suppl"	26459776		"Pärt Peterson"	"Nov 06, 2015"
GSE74669	"Electrical stimulation of human embryonic stem cell derived cardiomyocytes"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74669/suppl"	26785135		"Gordana Vunjak-Novakovic"	"Nov 05, 2015"
GSE68986	"Mevalonate pathway antagonist inhibits proliferation of serous tubal intraepithelial carcinoma and ovarian carcinoma in mouse models."	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68986/suppl"	26109099		"Ie-Ming Shih"	"Nov 04, 2015"
GSE74629	"Transcriptome profile of peripheral blood from pancreatic ductal adenocarcinoma patients"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74629/suppl"			"Octavio Caba"	"Nov 04, 2015"
GSE74663	"High FGFR2 expression is associated with reduced breast cancer risk and represses the estrogen response"	"Expression profiling by array"	"Homo sapiens"	67				27236187		"Kerstin Meyer"	"Nov 04, 2015"
GSE64930	"Dexamethasone stimulated gene expression in peripheral blood"	"Expression profiling by array"	"Homo sapiens"	594		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64930/suppl"	27107207		"Janine Arloth"	"Nov 03, 2015"
GSE46300	"Classifying distinct grades of human non-alcoholic fatty liver disease employing a systems biology approach"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46300/suppl"	26646939		"Wasco Wruck"	"Nov 01, 2015"
GSE56142	"Genomewide investigation of pre-invasive and invasive epithelial changes in human papillomavirus associated oropharyngeal carcinoma"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56142/suppl"			"Liam Masterson"	"Nov 01, 2015"
GSE70311	"Transcriptomic profiling of the inflammatory response after trauma"	"Expression profiling by array"	"Homo sapiens"	90		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70311/suppl"	26727089		"S. Lambeck"	"Nov 01, 2015"
GSE71351	"Global Gene Expression Profiles of Fibroblasts from the Lungs of Patients with Idiopathic Pulmonary Fibrosis: The Role of CCL8"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71351/suppl"	28057004		"Hyun Sub Cheong"	"Oct 31, 2015"
GSE74539	"Effects of overexpression of hsa-miR-140-3p and its 5'isomiR in MCF10A and MDA-MB-231 breast cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74539/suppl"			"Cindy Körner"	"Oct 31, 2015"
GSE61019	"Ataxia-telangiectasia cerebellar cortex expression"	"Expression profiling by array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61019/suppl"	26510954		"Ronald P. Hart"	"Oct 30, 2015"
GSE61169	"Selective loss of 5hmC links to A-T Purkinje cell vulnerability"	"Expression profiling by array;Methylation profiling by high throughput sequencing"	"Homo sapiens"	19		"TAGALIGN"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61169/suppl"	26510954		"Ronald P. Hart"	"Oct 30, 2015"
GSE69767	"Gene expression profiles of normal human tonsillar cell subpopulations FACS sorted based on expression of cell surface markers"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69767/suppl"	26527383		"Catherine Kang"	"Oct 29, 2015"
GSE71798	"Modulation of the transcriptional response to TNF-alpha in the human melanoma cell line MZ7 by MITF"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71798/suppl"			"Michael Holzel"	"Oct 29, 2015"
GSE71881	"Identification of MITF-regulated genes in the human melanoma cell line Ma-Mel-15"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71881/suppl"			"Michael Holzel"	"Oct 29, 2015"
GSE71886	"Identification of c-Jun dependent genes downstream of acute MITF loss in the context of inflammatory signals in the human melanoma cell line Ma-Mel-15"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71886/suppl"			"Michael Holzel"	"Oct 29, 2015"
GSE74389	"IL-22 regulation of functional gene expression in salivary gland cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74389/suppl"			"cuong nguyen"	"Oct 27, 2015"
GSE54181	"CD40-mediated amplification of local immunity by keratinocytes in impaired by HPV"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54181/suppl"			"Bart Tummers"	"Oct 26, 2015"
GSE72633	"Endothelial NOTCH1 is suppressed by circulating lipids and antagonizes inflammation during atherosclerosis"	"Expression profiling by array"	"Homo sapiens"	9		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72633/suppl"	26552708		"Anais Briot"	"Oct 26, 2015"
GSE74299	"Gene expression in pediatric acute lymphoblastic leukemia patient-derived xenografts"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74299/suppl"			"Duohui Jing"	"Oct 24, 2015"
GSE72923	"Human Stem Cells from Single Blastomeres Reveal Pathways of Embryonic or  Trophoblast Fate Specification."	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	383		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72923/suppl"	26483210		"Kristopher L. Nazor"	"Oct 21, 2015"
GSE62153	"Implications of the heterogeneous gene expression traits in recurrent glioblastoma"	"Expression profiling by array"	"Homo sapiens"	43		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62153/suppl"	26466313		"Hyun Goo Woo"	"Oct 20, 2015"
GSE71455	"Gene expression of human blastocysts by microarrays"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71455/suppl"	26471863		"Dagan Wells"	"Oct 20, 2015"
GSE72685	"Characterization and quantification of proteins secreted by single human embryos prior to implantation"	"Expression profiling by array;Genome variation profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72685/suppl"	26471863		"Dagan Wells"	"Oct 20, 2015"
GSE74119	"Integration of genomic and proteomic data to identify candidate genes in HT-29 cells after incubation with Bifidobacterium bifidum ATCC 29521"	"Expression profiling by array"	"Homo sapiens"	2		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74119/suppl"	27372578		"Yaoping Wu"	"Oct 19, 2015"
GSE62311	"Lactobacillus rhamnosus CNCMI-4317 modulates Fiaf/Angptl4 in intestinal epithelial cells and impacts host metabolism"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62311/suppl"			"elsa jacouton"	"Oct 16, 2015"
GSE62465	"Identification of miR-3189-regulated genes in HCT116 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62465/suppl"			"Yuelin Jack Zhu"	"Oct 16, 2015"
GSE62466	"Identification of miR-3189-regulated genes in HCT116 p53KO cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62466/suppl"			"Yuelin Jack Zhu"	"Oct 16, 2015"
GSE62467	"Identification of miR-3189-regulated genes in HCT116 and HCT116 p53KO cells"	"Expression profiling by array"	"Homo sapiens"	12						"Yuelin Jack Zhu"	"Oct 16, 2015"
GSE72920	"The early effects of rapid androgen deprivation on human prostate cancer"	"Expression profiling by array;Third-party reanalysis"	"Homo sapiens"	30		"CSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72920/suppl"			"Chandra Chilamakuri"	"Oct 16, 2015"
GSE47458	"Genome-wide analysis of gene expression in Calu-1 cells treated with cholesterol synthesis inhibitors"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47458/suppl"	26573510		"Andrew Canter"	"Oct 14, 2015"
GSE47461	"Genome-wide analysis of gene expression in MDA-MB-231 cells treated with cholesterol synthesis inhibitors"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47461/suppl"	26573510		"Andrew Canter"	"Oct 14, 2015"
GSE47463	"Genome-wide analysis of gene expression in cells treated with cholesterol synthesis inhibitors"	"Expression profiling by array"	"Homo sapiens"	21				26573510		"Andrew Canter"	"Oct 14, 2015"
GSE70027	"Genome-wide analysis of gene expression in Calu-1 cells and MDA-MB-231 cells treated with cholesterol synthesis inhibitors"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70027/suppl"	26573510		"Andrew Canter"	"Oct 14, 2015"
GSE71757	"Hepatitis C virus up-regulates B-cell receptor signaling: a novel mechanism for HCV-associated B-cell lymphoproliferative disorders"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71757/suppl"	26434584		"Kevin G Becker"	"Oct 14, 2015"
GSE73923	"mTOR inhibitors suppress homologous recombination repair and synergize with PARP inhibitors via regulating SUV39H1 in BRCA-proficient triple-negative breast cancer"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73923/suppl"	26546619		"WEI MO"	"Oct 13, 2015"
GSE73735	"Identification of PARP1 target genes using microarray"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73735/suppl"			"Mi Young Kim"	"Oct 07, 2015"
GSE73754	"Sexual Dimorphism in the Th17 Signature of Ankylosing Spondylitis"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73754/suppl"	26473967		"Eric Gracey"	"Oct 07, 2015"
GSE59883	"mRNA expression changes upon microRNA downmodulation in colorectal cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59883/suppl"			"Enzo Medico"	"Oct 06, 2015"
GSE58411	"Blood Transcriptional Signature of hyperinflammation in HIV-associated Tuberculosis"	"Expression profiling by array"	"Homo sapiens"	107		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58411/suppl"	26399326		"Rachel Lai"	"Oct 05, 2015"
GSE70759	"Stimulation of endogenous FGFR2 signalling in estrogen receptor-positive breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	43		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70759/suppl"	26618344		"Kerstin Meyer"	"Oct 05, 2015"
GSE73662	"Genome-wide analysis of gene expression in U87MG with different succinyaltion levels"	"Expression profiling by array"	"Homo sapiens"	4		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73662/suppl"			"feng li"	"Oct 02, 2015"
GSE61269	"HOTAIR lentiviral infected prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61269/suppl"	26411689		"Jindan Yu"	"Oct 01, 2015"
GSE61270	"HOTAIR or shHOTAIR lentiviral infected prostate cancer cells"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	21		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61270/suppl"	26411689		"Jindan Yu"	"Oct 01, 2015"
GSE62472	"Cell context specific effect of AR antagonists on AR DNA binding and target gene expression"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	68		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62472/suppl"			"Yu Chen"	"Oct 01, 2015"
