Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE22247	"The mRNA levels of CD133 positive and CD133 negative cells after radiation exposure"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22247/suppl"			"Taek-Kyun Kim"	"Jul 20, 2013"
GSE49003	"Gene expression analysis of metastatic and non-metastatic osteosarcoma cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49003/suppl"			"Liliana Beatriz Endo-Munoz"	"Jul 19, 2013"
GSE48556	"Gene expression profiles from peripheral blood mononuclear cells (PBMCs) of osteoarthritis patients and healthy controls"	"Expression profiling by array"	"Homo sapiens"	139	GDS5363	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48556/suppl"	23864235		"Yolande F. M. Ramos"	"Jul 18, 2013"
GSE30059	"Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections I"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30059/suppl"	23601689		"Damien Chaussabel"	"Jul 10, 2013"
GSE48762	"Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections II"	"Expression profiling by array"	"Homo sapiens"	621		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48762/suppl"	23601689		"Damien Chaussabel"	"Jul 10, 2013"
GSE23649	"GENE-EXPRESSION PROFILES OF HUMAN LIVER BIOPSIES CORRELATE WITH POST-TRANSPLANT ALLOGRAFT FUNCTION AND ARE DETERMINED BY DONOR TYPE."	"Expression profiling by array"	"Homo sapiens"	69		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23649/suppl"			"Juanjo Lozano"	"Jul 01, 2013"
GSE48348	"Gene Expression profiling in healthy population samples"	"Expression profiling by array"	"Homo sapiens"	734		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48348/suppl"	24013639		"Tonu Esko"	"Jun 28, 2013"
GSE48152	"Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association."	"Expression profiling by array"	"Homo sapiens"	705		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48152/suppl"	21798870;21668623;24013639;27625022		"Hanieh Yaghootkar"	"Jun 21, 2013"
GSE48079	"Crosstalk between the STAT3, NF-kB and Notch signaling pathways in glioblastoma stem cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48079/suppl"	23902772		"Jo Meagan Garner"	"Jun 19, 2013"
GSE48018	"Time series of global gene expression after trivalent influenza vaccination in humans (male cohort)"	"Expression profiling by array"	"Homo sapiens"	431		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48018/suppl"	23878721;21357945		"Luis M Franco"	"Jun 18, 2013"
GSE48024	"Time series of global gene expression after trivalent influenza vaccination in humans"	"Expression profiling by array"	"Homo sapiens"	848				23878721;21357945		"Luis M Franco"	"Jun 18, 2013"
GSE39919	"Transcriptional profiling of gastric epithelial cells infected with wild type or arginase-deficient Helicobacter pylori"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39919/suppl"	22889111		"Jovanny Zabaleta"	"Jun 15, 2013"
GSE47727	"Global peripheral blood gene expression study [HumanHT-12 V3.0]"	"Expression profiling by array"	"Homo sapiens"	122		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47727/suppl"	24013639		"Daniel A Enquobahrie"	"Jun 08, 2013"
GSE47729	"Global peripheral blood gene expression study"	"Expression profiling by array"	"Homo sapiens"	350				24013639		"Daniel A Enquobahrie"	"Jun 08, 2013"
GSE29378	"Genes and Pathways Underlying Regional and Cell Type Changes in Alzheimer's Disease"	"Expression profiling by array"	"Homo sapiens"	63		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29378/suppl"	23705665		"Jeremy Miller"	"Jun 07, 2013"
GSE37582	"Associations between gene expression variations and ovarian cancer risk alleles identified from genome wide association studies"	"Expression profiling by array"	"Homo sapiens"	121		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37582/suppl"	23133607		"Dan Wang"	"Jun 06, 2013"
GSE47220	"ETS factors reprogram the androgen receptor cistrome and prime prostate tumorigenesis in response to PTEN loss"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	56		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47220/suppl"	23817021		"Yu Chen"	"May 30, 2013"
GSE47438	"Expression and functional pathway analysis of nuclear receptor NR2F2 in Ovarian cancer"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47438/suppl"	23690307		"Shannon Hawkins"	"May 29, 2013"
GSE46329	"Gene expression profile of ETV1 knockdown in LNCaP prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46329/suppl"	23817021		"Yu Chen"	"May 10, 2013"
GSE46754	"Gene expression analysis of omental and mesenteric adipose tissue in Crohn's disease and ulcerative colitis"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46754/suppl"			"Zulian Alessandra"	"May 09, 2013"
GSE30101	"Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections"	"Expression profiling by array"	"Homo sapiens"	693		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30101/suppl"	23601689		"Damien Chaussabel"	"Apr 19, 2013"
GSE32964	"Identification of novel candidate oncogenes in chromosomal region 17p11.2-p12 in human osteosarcoma"	"Genome variation profiling by SNP array;Expression profiling by array;SNP genotyping by SNP array"	"Homo sapiens"	68		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32964/suppl"	22292074		"Joeri Both"	"Apr 15, 2013"
GSE41080	"Baseline expressions in human whole blood"	"Expression profiling by array"	"Homo sapiens"	91		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41080/suppl"	23591775;24367114;25834109		"David Furman"	"Apr 11, 2013"
GSE41160	"Impact of delay to cryopreservation on RNA integrity and genome-wide expression profiles in resected tumor samples."	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41160/suppl"			"FLORENCE LE CALVEZ-KELM"	"Apr 01, 2013"
GSE44248	"Genetic, functional and molecular features of glucocorticoid receptor binding (expression)"	"Expression profiling by array"	"Homo sapiens"	96		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44248/suppl"	23637875		"Joseph C Maranville"	"Apr 01, 2013"
GSE45640	"Genetic, functional and molecular features of glucocorticoid receptor binding"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	104				23637875		"Joseph C Maranville"	"Apr 01, 2013"
GSE45301	"Hypoxia-responsive gene expression profile of U87 MG glioblastoma cells and their exosomes."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45301/suppl"	23589885;25633823;27199348		"Paulina Kucharzewska"	"Mar 20, 2013"
GSE43541	"H3K4me3 Interactions with TAF3 Regulate Preinitiation Complex Assembly and Selective Gene Activation [Illumina BeadArray]"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43541/suppl"	23452851		"Xiaolin Wu"	"Mar 02, 2013"
GSE43542	"H3K4me3 Interactions with TAF3 Regulate Preinitiation Complex Assembly and Selective Gene Activation"	"Genome binding/occupancy profiling by high throughput sequencing;Other;Expression profiling by array"	"Homo sapiens;Mus musculus"	16		"BED;BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43542/suppl"	23452851		"Xiaolin Wu"	"Mar 02, 2013"
GSE37939	"Genome-wide analysis of mRNA expression after stable transfection of Lin-28B or Ago2 in H1299 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37939/suppl"			"Yan Zeng"	"Mar 01, 2013"
GSE43702	"Gene expression profiles of MCF7 breast cancer cells following estrogen and anti-estrogen treatment."	"Expression profiling by array"	"Homo sapiens"	38		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43702/suppl"	23382923		"John Hawse"	"Mar 01, 2013"
GSE28466	"Induction of ER stress in the colon cancer cell line LS174 with SubAB"	"Expression profiling by array"	"Homo sapiens"	6				23545496		"Jarom Heijmans"	"Feb 24, 2013"
GSE43790	"Expression data profile of A498 cells inoculated with E. coli 83972 and E. coli CFT073"	"Expression profiling by array"	"Homo sapiens"	8				23728172		"Nataliya Lutay"	"Feb 23, 2013"
GSE43887	"Expression data of host gene response to Escherichia coli 83972"	"Expression profiling by array"	"Homo sapiens"	17		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43887/suppl"	23728172		"Nataliya Lutay"	"Feb 23, 2013"
GSE43449	"Transcription forms and remodels supercoiling domains unfolding large scale chromatin structures [Illumina transcription]"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43449/suppl"	23416946		"Nick Gilbert"	"Feb 17, 2013"
GSE43451	"Transcription forms and remodels supercoiling domains unfolding large scale chromatin structures"	"Genome binding/occupancy profiling by genome tiling array;Expression profiling by array"	"Homo sapiens"	41		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43451/suppl"	23416946		"Nick Gilbert"	"Feb 17, 2013"
GSE27545	"A Systems Approach for Decoding Mitochondrial Retrograde Signaling Pathways"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27545/suppl"	23443683		"Sehyun Chae"	"Feb 12, 2013"
GSE35668	"Parental MeWo and highly metastatic LM2 human melanoma cell line derivatives with or without miR-199a or miR-1908"	"Expression profiling by array"	"Homo sapiens"	7				23142051		"Nora Pencheva"	"Feb 10, 2013"
GSE39654	"FoxA1 specifies unique androgen and glucocorticoid receptor binding events in prostate cancer cells (mRNA)"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39654/suppl"	23269278		"Olli A. Jänne"	"Feb 05, 2013"
GSE39880	"FoxA1 specifies unique androgen and glucocorticoid receptor binding events in prostate cancer cells"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	38		"BED;SAM;TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39880/suppl"	23269278		"Olli A. Jänne"	"Feb 05, 2013"
GSE37175	"Time course analysis of colon cancer samples (part 1)"	"Expression profiling by array"	"Homo sapiens"	88		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37175/suppl"	23308215		"Maurizio Callari"	"Feb 01, 2013"
GSE37178	"Time course analysis of colon cancer samples (part 2)"	"Expression profiling by array"	"Homo sapiens"	84		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37178/suppl"	23308215		"Maurizio Callari"	"Feb 01, 2013"
GSE37182	"Time course analysis of colon cancer samples"	"Expression profiling by array"	"Homo sapiens"	172				23308215		"Maurizio Callari"	"Feb 01, 2013"
GSE38593	"MicroRNA-182-5p targets a network of genes involved in DNA repair"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38593/suppl"	23249749		"Nicole Cloonan"	"Jan 29, 2013"
GSE43471	"Gene expression changes in adipose tissue with diet- and/or exercise-induced weight loss"	"Expression profiling by array"	"Homo sapiens"	96		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43471/suppl"	23341572		"Karen Weber Makar"	"Jan 15, 2013"
GSE43208	"Niche-dependent expression profiles of intratumoral heterogenous ovarian clear cell carcinoma cells"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43208/suppl"			"Maty Tzukerman"	"Jan 07, 2013"
GSE21838	"Genome-wide analysis of impact of B cells from the peripheral blood of chronic lymphocytic leukemia (CLL) patients versus B cells from healthy donors on CD14+ PBMCs from healthy donors"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21838/suppl"			"Nupur Bhattacharya"	"Jan 01, 2013"
GSE31267	"Gene expression profiling of normal lung tissue adjacent to lung adenocarcinoma (ADCA)"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31267/suppl"	22223368		"Loris De Cecco"	"Jan 01, 2013"
GSE34074	"Genome-wide microarray analysis of normal human fibroblasts in response to genistein"	"Expression profiling by array"	"Homo sapiens"	60		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34074/suppl"	24770416		"Magdalena Gabig-Cimińska"	"Jan 01, 2013"
GSE37205	"North American Brain Expression Consortium: Laser capture microdissection of Cerebellar Purkinje Cells"	"Expression profiling by array"	"Homo sapiens"	100		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37205/suppl"	23177596		"J Raphael Gibbs"	"Jan 01, 2013"
GSE40287	"Transcriptomic analysis of a gut epithelial cell line after the depletion of selenoprotein Glutathione peroxidase 4"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40287/suppl"			"Simon Cockell"	"Jan 01, 2013"
GSE41233	"Using Blood-Informative Transcripts in Geographical Genomics: Impact of Lifestyle on Gene Expression in Fijians"	"Expression profiling by array"	"Homo sapiens"	41		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41233/suppl"	23162571		"artika Praveeta Nath"	"Dec 31, 2012"
GSE27467	"Transcript and protein profiling identify signaling, growth arrest, apoptosis and NFκB-survival signatures following GnRH receptor activation."	"Expression profiling by array"	"Homo sapiens"	55		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27467/suppl"	23202794		"Andrew H Sims"	"Dec 21, 2012"
GSE22495	"Gene expression profiling of breast carcinomas using leftovers from diagnostic Fine Needle Aspiration Cytology"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22495/suppl"			"Enzo Medico"	"Dec 20, 2012"
GSE42964	"Endothelial Raf1 activation regulates arterial morphogenesis"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;JPG;SDF;TXT;XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42964/suppl"	23529931		"yong deng"	"Dec 18, 2012"
GSE39192	"Synthetic lethal screening with small molecule inhibitors provides a pathway to rational combination therapies for melanoma"	"Expression profiling by array"	"Homo sapiens"	24				22962324		"Stephen Turner"	"Dec 06, 2012"
GSE37693	"Gene Expression Effects of IL-13 on Primary Human Airway Epithelial Cells"	"Expression profiling by array"	"Homo sapiens"	8	GDS4981	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37693/suppl"	23187130		"Anand Champak Patel"	"Dec 04, 2012"
GSE42694	"Quiescent innate response to infective filariae by human Langerhans’ cells suggests a strategy of immune evasion"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42694/suppl"	23429540		"Roshanak T Semnani"	"Dec 04, 2012"
GSE40645	"Vastus lateralis muscle aging"	"Expression profiling by array"	"Homo sapiens"	29		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40645/suppl"	24524210		"Marius Gheorghe"	"Dec 03, 2012"
GSE28480	"Lung cancer signatures in plasma based on proteome profiling of mouse tumor models"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28480/suppl"	21907921		"William Wallace Lockwood"	"Dec 01, 2012"
GSE32274	"Genome-wide analysis of gene expression profiles in colorectal cancer cells treated with boswellic acids"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32274/suppl"			"Masanobu Takahashi"	"Dec 01, 2012"
GSE32276	"Boswellic acid induced changes in gene expression and methylation in colorectal cancer cells"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	5						"Masanobu Takahashi"	"Dec 01, 2012"
GSE42644	"Acute hypersensitivity of pluripotent testicular cancer-derived embryonal carcinoma to low-dose 5-aza deoxycytidine (part 1)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42644/suppl"	23300844		"Michael Spinella"	"Dec 01, 2012"
GSE42647	"Acute hypersensitivity of pluripotent testicular cancer-derived embryonal carcinoma to low-dose 5-aza deoxycytidine"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	36				23300844		"Michael Spinella"	"Dec 01, 2012"
GSE41157	"Disease-specific sequence change DSC3 in TAF1/DYT3 affects genes in vesicular transport and dopamine metabolism"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41157/suppl"	23184149		"Joachim Schultze"	"Nov 27, 2012"
GSE33126	"Comparison of microarray platforms for measuring differential microRNA expression (Gene Expression data)"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33126/suppl"	23028787		"Loris De Cecco"	"Nov 26, 2012"
GSE33127	"Comparison of microarray platforms for measuring differential microRNA expression"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	90		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33127/suppl"	23028787		"Loris De Cecco"	"Nov 26, 2012"
GSE39623	"GATA3 acts upstream of FOXA1 in mediating ER binding by shaping enhancer accessibility"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39623/suppl"	23172872		"Suraj Menon"	"Nov 26, 2012"
GSE42368	"p53-dependent regulation of gene expression following DNA damage"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42368/suppl"			"Adam Schmitt"	"Nov 20, 2012"
GSE29221	"Global Gene Expression Profiles of  Skeletal Muscle in Males with Type 2 Diabetes."	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29221/suppl"	23308243		"Abhay Sharma"	"Nov 15, 2012"
GSE29226	"Global Gene Expression Profiles of Subcutaneous Adipose in Females with Type 2 Diabetes."	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29226/suppl"	23308243		"Abhay Sharma"	"Nov 15, 2012"
GSE29231	"Global Gene Expression Profiles of  Visceral Adipose in Females with Type 2 Diabetes."	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29231/suppl"	23308243		"Abhay Sharma"	"Nov 15, 2012"
GSE42235	"Involvement of ERK, Wnt and BMP2 signaling in human articular chondrocyte dedifferentiation in monolayer culture"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42235/suppl"	23376013		"Jeroen Leijten"	"Nov 14, 2012"
GSE35391	"Rescue Of Dysfunctional Autophagy By Peptide IDR-1018 Attenuates Hyperinflammatory Phenotype Of Cystic Fibrosis Cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35391/suppl"	23105139;23264659		"Christopher Fjell"	"Nov 05, 2012"
GSE42002	"Allele-specific FKBP5 DNA demethylation: a molecular mediator of gene-childhood trauma interactions"	"Expression profiling by array"	"Homo sapiens"	129		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42002/suppl"	23201972		"Divya Mehta"	"Nov 03, 2012"
GSE40561	"Transcriptional analysis of whole blood in patients with auto-inflammatory disorders"	"Expression profiling by array"	"Homo sapiens"	51		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40561/suppl"	23104095		"Zhaohui Xu"	"Oct 28, 2012"
GSE40752	"Transcriptional analysis of whole blood, primary fibroblasts, and PBMCs upon TNF-alpha or IL-1beta stimulation from HOIL-1-deficient patients"	"Expression profiling by array"	"Homo sapiens"	150				23104095		"Zhaohui Xu"	"Oct 28, 2012"
GSE29998	"Deep sequencing of gastric carcinoma reveals somatic mutations relevant to personalized medicine [Illumina mRNA expression array data]"	"Expression profiling by array"	"Homo sapiens"	99		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29998/suppl"	21781349		"Joanna Dawn Holbrook"	"Oct 25, 2012"
GSE29999	"Deep sequencing of gastric carcinoma reveals somatic mutations relevant to personalized medicine"	"Expression profiling by array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	199		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29999/suppl"	21781349		"Joanna Dawn Holbrook"	"Oct 25, 2012"
GSE32571	"Gene signatures in prostate cancer linked to the Gleason score"	"Expression profiling by array"	"Homo sapiens"	98		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32571/suppl"	22945237		"Ruprecht Kuner"	"Oct 19, 2012"
GSE41504	"Suberoylanilide hydroxamic acid (SAHA) induces limited changes in the transcriptome of primary CD4+ T cells"	"Expression profiling by array"	"Homo sapiens"	18		"IDAT;SDF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41504/suppl"	23221426		"Nadejda S. Beliakova-Bethell"	"Oct 12, 2012"
GSE29066	"Molecular profiling of primary lung carcinomas"	"Expression profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	150		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29066/suppl"	23023297;22676229		"Johan Staaf"	"Oct 09, 2012"
GSE41291	"Defining precision probes which differentiate between the activity of type I and type II interferons."	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41291/suppl"	23045702		"John Hall"	"Oct 08, 2012"
GSE35449	"Transcriptome wide analysis of  untreated, classically  and alternatively activated macrophages"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35449/suppl"	23029029		"Andrea Nino Castro"	"Oct 01, 2012"
GSE35433	"Genome-wide analysis of human macrophages stimulated with IL-4 (20ng/ml) (Illumina)"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35433/suppl"	23293084		"Fernando O Martinez Estrada"	"Sep 29, 2012"
GSE35434	"Genome-wide analysis of human macrophages stimulated with IL-4 (10ng/ml) (Illumina)"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35434/suppl"	23293084		"Fernando O Martinez Estrada"	"Sep 29, 2012"
GSE35495	"Genome-wide analysis of human and mouse macrophages, resting and activated"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	73		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35495/suppl"	23293084		"Fernando O Martinez Estrada"	"Sep 29, 2012"
GSE22525	"Minimal peroxide exposure of neuronal cells induces multifaceted adaptive responses."	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22525/suppl"	21179406		"Kevin G Becker"	"Sep 20, 2012"
GSE40793	"Conversion of human fibroblasts into vascular cells (gene expression)"	"Expression profiling by array"	"Homo sapiens"	25		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40793/suppl"	23202434		"Rathi D Thiagarajan"	"Sep 18, 2012"
GSE40927	"Conversion of human fibroblasts into vascular cells"	"Methylation profiling by genome tiling array;Expression profiling by array"	"Homo sapiens"	50				23202434		"Rathi D Thiagarajan"	"Sep 18, 2012"
GSE26852	"Gene expression analysis of FSHD muscle with different MRI pattern"	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26852/suppl"	22719944		"Mario Pescatori"	"Sep 14, 2012"
GSE40720	"A gene expression signature of PDGF-stimulated fibroblasts"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40720/suppl"	23243022		"Cristina Peña"	"Sep 10, 2012"
GSE35028	"Global gene expression analysis of pluripotent cell lines and corresponding starting donor source cells"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35028/suppl"	22905176		"Elias Thomas Zambidis"	"Aug 23, 2012"
GSE31429	"Progesterone and estrogen receptors segregate into different cell subpopulations in the normal human breast"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31429/suppl"	22580007		"Heidi Hilton"	"Aug 17, 2012"
